52852 | 32007 | SYN | 99 | 1669100644.193932
32007 | 52852 | SYNACK | 99 | 1669100647.200057
52852 | 32007 | ACK | 99 | 1669100647.2002418
52852 | 49923 | DATA | 103 | 1669100651.2019389
49923 | 52852 | DATA | 103 | 1669100653.2073998
52852 | 49923 | DATA | 103 | 1669100653.207409
49923 | 52852 | DATA | 103 | 1669100655.2126641
52852 | 49923 | DATA | 103 | 1669100655.212672
49923 | 52852 | DATA | 103 | 1669100657.217891
52852 | 49923 | DATA | 103 | 1669100657.2179
49923 | 52852 | DATA | 103 | 1669100659.223138
52852 | 49923 | DATA | 103 | 1669100659.223146
49923 | 52852 | DATA | 103 | 1669100661.227114
52852 | 49923 | DATA | 103 | 1669100661.227123
49923 | 52852 | DATA | 103 | 1669100663.2323651
52852 | 49923 | DATA | 103 | 1669100663.232374
62396 | 32007 | SYN | 99 | 1669100664.715188
49923 | 52852 | DATA | 103 | 1669100665.2370188
52852 | 49923 | DATA | 103 | 1669100665.237036
32007 | 62396 | SYNACK | 99 | 1669100667.7211149
62396 | 32007 | ACK | 99 | 1669100667.721316
49923 | 52852 | DATA | 103 | 1669100669.7271318
52852 | 49923 | DATA | 103 | 1669100669.727139
62396 | 55754 | DATA | 103 | 1669100671.722734
49923 | 52852 | DATA | 103 | 1669100671.7323709
52852 | 49923 | DATA | 103 | 1669100671.732378
55754 | 62396 | DATA | 103 | 1669100673.7281642
62396 | 55754 | DATA | 103 | 1669100673.728172
49923 | 52852 | DATA | 103 | 1669100673.737655
52852 | 49923 | DATA | 103 | 1669100673.737667
55754 | 62396 | DATA | 103 | 1669100675.7334442
62396 | 55754 | DATA | 103 | 1669100675.733452
49923 | 52852 | DATA | 103 | 1669100675.7407901
52852 | 49923 | DATA | 103 | 1669100675.7408042
55754 | 62396 | DATA | 103 | 1669100677.7387571
62396 | 55754 | DATA | 103 | 1669100677.738765
49923 | 52852 | DATA | 103 | 1669100677.7446961
52852 | 49923 | DATA | 103 | 1669100677.7447019
55754 | 62396 | DATA | 103 | 1669100679.743563
62396 | 55754 | DATA | 103 | 1669100679.7435799
49923 | 52852 | DATA | 103 | 1669100679.7451699
52852 | 49923 | DATA | 103 | 1669100679.745177
55754 | 62396 | DATA | 103 | 1669100681.749804
62396 | 55754 | DATA | 103 | 1669100681.749812
49923 | 52852 | DATA | 103 | 1669100681.750219
52852 | 49923 | DATA | 103 | 1669100681.750226
55754 | 62396 | DATA | 103 | 1669100683.755062
62396 | 55754 | DATA | 103 | 1669100683.75507
49923 | 52852 | DATA | 103 | 1669100683.755291
52852 | 49923 | DATA | 103 | 1669100683.7553039
55754 | 62396 | DATA | 103 | 1669100685.759271
49923 | 52852 | DATA | 103 | 1669100685.759271
52852 | 49923 | DATA | 103 | 1669100685.759277
62396 | 55754 | DATA | 103 | 1669100685.759278
55754 | 62396 | DATA | 103 | 1669100687.7645319
49923 | 52852 | DATA | 103 | 1669100687.7645319
62396 | 55754 | DATA | 103 | 1669100687.7645419
52852 | 49923 | DATA | 103 | 1669100687.7645419
49923 | 52852 | DATA | 103 | 1669100689.7699032
52852 | 49923 | DATA | 103 | 1669100689.7699132
55754 | 62396 | DATA | 103 | 1669100689.769942
62396 | 55754 | DATA | 103 | 1669100689.769949
55754 | 62396 | DATA | 103 | 1669100691.775224
49923 | 52852 | DATA | 103 | 1669100691.775224
62396 | 55754 | DATA | 103 | 1669100691.775232
52852 | 49923 | DATA | 103 | 1669100691.7752378
55754 | 62396 | DATA | 103 | 1669100693.780543
49923 | 52852 | DATA | 103 | 1669100693.780543
52852 | 49923 | DATA | 103 | 1669100693.78055
62396 | 55754 | DATA | 103 | 1669100693.780556
55754 | 62396 | DATA | 103 | 1669100695.78581
49923 | 52852 | DATA | 103 | 1669100695.78581
62396 | 55754 | DATA | 103 | 1669100695.7858188
52852 | 49923 | DATA | 103 | 1669100695.7858188
55754 | 62396 | DATA | 103 | 1669100697.791101
49923 | 52852 | DATA | 103 | 1669100697.791101
62396 | 55754 | DATA | 103 | 1669100697.791111
52852 | 49923 | DATA | 103 | 1669100697.791111
55754 | 62396 | DATA | 103 | 1669100699.79653
62396 | 55754 | DATA | 103 | 1669100699.796545
49923 | 52852 | DATA | 103 | 1669100699.796643
52852 | 49923 | DATA | 103 | 1669100699.796669
55754 | 62396 | DATA | 103 | 1669100701.8019369
62396 | 55754 | DATA | 103 | 1669100701.801954
49923 | 52852 | DATA | 103 | 1669100701.801975
52852 | 49923 | DATA | 103 | 1669100701.8019829
55754 | 62396 | DATA | 103 | 1669100703.807186
62396 | 55754 | DATA | 103 | 1669100703.807193
49923 | 52852 | DATA | 103 | 1669100703.8072262
52852 | 49923 | DATA | 103 | 1669100703.807232
49923 | 52852 | DATA | 103 | 1669100705.812453
55754 | 62396 | DATA | 103 | 1669100705.812454
62396 | 55754 | DATA | 103 | 1669100705.8124642
52852 | 49923 | DATA | 103 | 1669100705.8124642
55754 | 62396 | DATA | 103 | 1669100707.817852
49923 | 52852 | DATA | 103 | 1669100707.817852
62396 | 55754 | DATA | 103 | 1669100707.817863
52852 | 49923 | DATA | 103 | 1669100707.817863
55754 | 62396 | DATA | 103 | 1669100709.823188
62396 | 55754 | DATA | 103 | 1669100709.823209
49923 | 52852 | DATA | 103 | 1669100709.823284
52852 | 49923 | DATA | 103 | 1669100709.823298
52852 | 49923 | FIN | 99 | 1669100711.279661
49923 | 52852 | ACK | 99 | 1669100711.279924
55754 | 62396 | DATA | 103 | 1669100711.828727
62396 | 55754 | DATA | 103 | 1669100711.8287349
55754 | 62396 | DATA | 103 | 1669100713.833982
62396 | 55754 | DATA | 103 | 1669100713.833994
55754 | 62396 | DATA | 103 | 1669100715.8392801
62396 | 55754 | DATA | 103 | 1669100715.8392909
55754 | 62396 | DATA | 103 | 1669100717.844671
62396 | 55754 | DATA | 103 | 1669100717.844682
55754 | 62396 | DATA | 103 | 1669100719.85004
62396 | 55754 | DATA | 103 | 1669100719.85005
55754 | 62396 | DATA | 103 | 1669100721.855298
62396 | 55754 | DATA | 103 | 1669100721.855308
